State,City,Component,User,Building Type,Size Lower,Size Upper,Size Coefficient,Size Constant,Invest Lower,Invest Upper,Invest Coefficient,Invest Constant,Area Lower,Area Upper,Area Coefficient,Area Constant
Niedersachsen,Hannover,HeatPumpBrineWater,None,MFH;NWG,,,,,200000,inf,0,20000,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,0,0.25,0,0,,,,,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,0.25,0.4,0,250,,,,,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,0.4,0.6,0,400,,,,,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,0.6,3,0,0,,,,,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,3,20,200,0,,,,,,,,
Niedersachsen,Braunschweig,PV,None,Allgemein,20,inf,0,4000,,,,,,,,
Niedersachsen,Braunschweig,SolarThermalCollector,None,Allgemein,,,,,,,,,0,inf,0,1000
Niedersachsen,Braunschweig,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,0,inf,0,1000
Niedersachsen,Braunschweig,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,0,inf,0,1000
Niedersachsen,Braunschweig,HeatPumpAirWater,None,Allgemein,,,,,,,,,0,inf,0,1000
Niedersachsen,Braunschweig,HeatPumpBrineWater,None,Allgemein,,,,,,,,,0,inf,0,4000
Niedersachsen,Wolfsburg,PV,None,Allgemein,0,0.25,0,0,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,0.25,0.4,0,150,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,0.4,0.6,0,200,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,0.6,1,0,0,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,1,10,0,700,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,10,15,0,1100,,,,,,,,
Niedersachsen,Wolfsburg,PV,None,Allgemein,15,inf,0,1500,,,,,,,,
Niedersachsen,Wolfsburg,Battery,None,Allgemein,0,3,0,0,,,,,,,,
Niedersachsen,Wolfsburg,Battery,None,Allgemein,3,inf,0,500,,,,,,,,
Niedersachsen,Oldenburg,PV,None,Allgemein,0,3,0,0,,,,,,,,
Niedersachsen,Oldenburg,PV,None,Allgemein,3,10,150,0,,,,,,,,
Niedersachsen,Oldenburg,PV,None,Allgemein,11,20,125,1500,,,,,,,,
Niedersachsen,Oldenburg,PV,None,Allgemein,21,35,100,2750,,,,,,,,
Niedersachsen,Oldenburg,PV,None,Allgemein,35,inf,0,4250,,,,,,,,
Niedersachsen,Delmenhorst,PV,None,Allgemein,0,0.6,0,200,,,,,,,,
Niedersachsen,Delmenhorst,PV,None,Allgemein,0.6,inf,0,0,,,,,,,,
Niedersachsen,Auhagen,HeatPumpAirWater,None,Neubau,0,inf,0,500,,,,,,,,
Niedersachsen,Auhagen,HeatPumpBrineWater,None,Bestandbau,0,inf,0,7250,,,,,,,,
Niedersachsen,Auhagen,HeatPumpBrineWater,None,Neubau,0,inf,0,5000,,,,,,,,
Niedersachsen,Celle,HeatPumpAirWater,None,Neubau,0,inf,0,500,,,,,,,,
Niedersachsen,Celle,HeatPumpBrineWater,None,Bestandbau,0,inf,0,7250,,,,,,,,
Niedersachsen,Celle,HeatPumpBrineWater,None,Neubau,0,inf,0,5000,,,,,,,,
Niedersachsen,Damme,HeatPumpAirWater,None,Neubau,0,inf,0,500,,,,,,,,
Niedersachsen,Damme,HeatPumpBrineWater,None,Bestandbau,0,inf,0,7250,,,,,,,,
Niedersachsen,Damme,HeatPumpBrineWater,None,Neubau,0,inf,0,5000,,,,,,,,
Niedersachsen,Hilter am Teutoburger Wald,HeatPumpAirWater,None,Neubau,0,inf,0,500,,,,,,,,
Niedersachsen,Hilter am Teutoburger Wald,HeatPumpBrineWater,None,Bestandbau,0,inf,0,7250,,,,,,,,
Niedersachsen,Hilter am Teutoburger Wald,HeatPumpBrineWater,None,Neubau,0,inf,0,5000,,,,,,,,
Niedersachsen,Leer,HeatPumpAirWater,None,Neubau,0,inf,0,500,,,,,,,,
Niedersachsen,Leer,HeatPumpBrineWater,None,Bestandbau,0,inf,0,7250,,,,,,,,
Niedersachsen,Leer,HeatPumpBrineWater,None,Neubau,0,inf,0,5000,,,,,,,,
Nordrhein-Westfalen,Koeln,PV,None,Allgemein,0,0.6,0,200,,,,,,,,
Nordrhein-Westfalen,Koeln,PV,None,Allgemein,0.6,50,250,0,,,,,,,,
Nordrhein-Westfalen,Koeln,PV,None,Allgemein,50,inf,0,12500,,,,,,,,
Nordrhein-Westfalen,Koeln,Battery,None,Allgemein,0,50,150,0,,,,,,,,
Nordrhein-Westfalen,Koeln,Battery,None,Allgemein,50,inf,0,7500,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,0,4,1500,0,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,4,6,1000,6000,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,6,12,300,8000,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,12,25,150,9800,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,25,50,75,11750,,,,,,,,
Nordrhein-Westfalen,Koeln,CHP,None,Allgemein,50,inf,0,13625,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Bestandbau,0,0.6,0,0,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Bestandbau,0.6,10,300,0,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Bestandbau,10,45,200,3000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Bestandbau,45,inf,0,10000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,Battery,None,Bestandbau,0,inf,250,0,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPump,None,Bestandbau,0,25,0,3500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPump,None,Bestandbau,25,50,0,4000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPump,None,Bestandbau,50,inf,0,4500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpAirWater,None,Bestandbau,0,25,0,3500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpAirWater,None,Bestandbau,25,50,0,4000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpAirWater,None,Bestandbau,50,inf,0,4500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpBrineWater,None,Bestandbau,0,25,0,3500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpBrineWater,None,Bestandbau,25,50,0,4000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,HeatPumpBrineWater,None,Bestandbau,50,inf,0,4500,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Bestandbau,,,,,,,,,0,4,0,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Bestandbau,,,,,,,,,4,20,200,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Bestandbau,,,,,,,,,20,inf,120,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Bestandbau,,,,,,,,,0,4,0,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Bestandbau,,,,,,,,,4,20,250,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Bestandbau,,,,,,,,,20,inf,150,0
Nordrhein-Westfalen,Dusseldorf,PV,None,Neubau,0,0.6,0,600,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Neubau,0.6,10,300,0,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Neubau,10,45,200,3000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,PV,None,Neubau,45,inf,0,10000,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,Battery,None,Neubau,0,inf,250,0,,,,,,,,
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollector,None,Neubau,,,,,,,,,0,4,0,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollector,None,Neubau,,,,,,,,,4,20,200,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollector,None,Neubau,,,,,,,,,20,inf,120,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Neubau,,,,,,,,,0,4,0,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Neubau,,,,,,,,,4,20,200,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorFlatPlate,None,Neubau,,,,,,,,,20,inf,120,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Neubau,,,,,,,,,0,4,0,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Neubau,,,,,,,,,4,20,250,0
Nordrhein-Westfalen,Dusseldorf,SolarThermalCollectorTube,None,Neubau,,,,,,,,,20,inf,150,0
Nordrhein-Westfalen,Bonn,PV,None,EFH;ZFH,0,0.6,300,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,EFH;ZFH,0.6,250,100,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,EFH;ZFH,250,inf,0,25000,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,MFH,0,0.6,300,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,MFH,0.6,83.33,300,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,MFH,83.33,inf,0,25000,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,NWG,0,0.6,300,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,NWG,0.6,125,200,0,,,,,,,,
Nordrhein-Westfalen,Bonn,PV,None,NWG,125,inf,0,25000,,,,,,,,
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,EFH;ZFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,EFH;ZFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,EFH;ZFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,EFH;ZFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,EFH;ZFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,EFH;ZFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,MFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,MFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,MFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,MFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,MFH,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,MFH,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,NWG,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollector,None,NWG,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,NWG,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorFlatPlate,None,NWG,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,NWG,,,,,,,,,0,166.67,150,0
Nordrhein-Westfalen,Bonn,SolarThermalCollectorTube,None,NWG,,,,,,,,,166.67,inf,0,25000
Nordrhein-Westfalen,Essen,PV,None,Allgemein,0,0.3,0,0,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,0.3,0.6,0,200,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,0.6,1,0,0,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,1,2,0,500,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,2,5,0,750,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,5,10,0,1000,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,10,40,100,0,,,,,,,,
Nordrhein-Westfalen,Essen,PV,None,Allgemein,40,inf,0,4000,,,,,,,,
Nordrhein-Westfalen,Essen,SolarThermalCollector,None,Allgemein,,,,,,,,,0,inf,0,1000
Nordrhein-Westfalen,Essen,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,0,inf,0,1000
Nordrhein-Westfalen,Essen,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,0,inf,0,1000
Nordrhein-Westfalen,Dortmund,PV,None,NWG,,,,,0,30000,0.5,0,,,,
Nordrhein-Westfalen,Dortmund,PV,None,NWG,,,,,30000,inf,0,15000,,,,
Nordrhein-Westfalen,Dortmund,HeatPump,None,Allgemein,,,,,0,66666.66667,0.15,0,,,,
Nordrhein-Westfalen,Dortmund,HeatPump,None,Allgemein,,,,,66666.66667,inf,0,10000,,,,
Nordrhein-Westfalen,Dortmund,HeatPumpAirWater,None,Allgemein,,,,,0,66666.66667,0.15,0,,,,
Nordrhein-Westfalen,Dortmund,HeatPumpAirWater,None,Allgemein,,,,,66666.66667,inf,0,10000,,,,
Nordrhein-Westfalen,Dortmund,HeatPumpBrineWater,None,Allgemein,,,,,0,66666.66667,0.15,0,,,,
Nordrhein-Westfalen,Dortmund,HeatPumpBrineWater,None,Allgemein,,,,,66666.66667,inf,0,10000,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,0,0.15,0,0,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,0.15,0.6,0,200,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,0.6,1,0,0,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,1,2,0,500,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,2,5,0,750,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,5,10,0,1000,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,10,30,75,1000,,,,,,,,
Nordrhein-Westfalen,Aachen,PV,None,Allgemein,30,inf,0,2500,,,,,,,,
Nordrhein-Westfalen,Aachen,Battery,None,Allgemein,0,1,0,0,,,,,,,,
Nordrhein-Westfalen,Aachen,Battery,None,Allgemein,1,20,100,0,,,,,,,,
Nordrhein-Westfalen,Aachen,Battery,None,Allgemein,20,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Aachen,SolarThermalCollector,None,Allgemein,,,,,,,,,0,inf,0,2500
Nordrhein-Westfalen,Aachen,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,0,inf,0,2500
Nordrhein-Westfalen,Aachen,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,0,inf,0,2500
Nordrhein-Westfalen,Muenster,PV,None,MFH,0,inf,300,0,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,0,1,0,0,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,1,2,0,600,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,2,5,0,800,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,5,10,0,1500,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,10,30,150,0,,,,,,,,
Nordrhein-Westfalen,Duisburg,PV,None,Allgemein,30,inf,0,4500,,,,,,,,
Nordrhein-Westfalen,Bielefeld,PV,None,Allgemein,0,50,100,0,,,,,,,,
Nordrhein-Westfalen,Bielefeld,PV,None,Allgemein,50,inf,0,5000,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,0,0.4,0,0,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,0.4,0.6,0,400,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,0.6,1,0,0,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,1,2,0,500,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,2,8,250,500,,,,,,,,
Nordrhein-Westfalen,Bochum,PV,None,Allgemein,8,inf,0,2250,,,,,,,,
Nordrhein-Westfalen,Wuppertal,PV,None,Allgemein,0,10,100,0,,,,,,,,
Nordrhein-Westfalen,Wuppertal,PV,None,Allgemein,10,inf,0,1000,,,,,,,,
Nordrhein-Westfalen,Krefeld,PV,None,Allgemein,0,0.6,0,400,,,,,,,,
Nordrhein-Westfalen,Krefeld,PV,None,Allgemein,0.6,10,100,0,,,,,,,,
Nordrhein-Westfalen,Krefeld,PV,None,Allgemein,10,inf,0,1000,,,,,,,,
Nordrhein-Westfalen,Krefeld,HeatPumpAirWater,None,Allgemein,0,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Krefeld,HeatPumpBrineWater,None,Allgemein,0,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Krefeld,SolarThermalCollector,None,Allgemein,,,,,,,,,0,inf,0,2000
Nordrhein-Westfalen,Krefeld,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,0,inf,0,2000
Nordrhein-Westfalen,Krefeld,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,0,inf,0,2000
Nordrhein-Westfalen,Hagen,PV,None,Allgemein,0,0.6,0,300,,,,,,,,
Nordrhein-Westfalen,Hagen,PV,None,Allgemein,0.6,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Muelheim an der Ruhr,SolarThermalCollectorFlatPlate,None,EFH;ZFH,,,,,,,,,0,inf,0,1200
Nordrhein-Westfalen,Muelheim an der Ruhr,SolarThermalCollectorFlatPlate,None,MFH,,,,,,,,,0,inf,0,600
Nordrhein-Westfalen,Muelheim an der Ruhr,SolarThermalCollectorTube,None,EFH;ZFH,,,,,,,,,0,inf,0,1200
Nordrhein-Westfalen,Muelheim an der Ruhr,SolarThermalCollectorTube,None,MFH,,,,,,,,,0,inf,0,600
Nordrhein-Westfalen,Muelheim an der Ruhr,CHP,None,EFH;ZFH,0,inf,0,1500,,,,,,,,
Nordrhein-Westfalen,Muelheim an der Ruhr,CHP,None,MFH,0,inf,0,1500,,,,,,,,
Nordrhein-Westfalen,Oberhausen,PV,None,Allgemein,0,4,0,0,,,,,,,,
Nordrhein-Westfalen,Oberhausen,PV,None,Allgemein,4,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Oberhausen,Battery,None,Allgemein,0,inf,0,800,,,,,,,,
Nordrhein-Westfalen,Oberhausen,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,0,3,0,0
Nordrhein-Westfalen,Oberhausen,SolarThermalCollectorFlatPlate,None,Allgemein,,,,,,,,,3,inf,0,1000
Nordrhein-Westfalen,Oberhausen,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,0,3,0,0
Nordrhein-Westfalen,Oberhausen,SolarThermalCollectorTube,None,Allgemein,,,,,,,,,3,inf,0,1000
Nordrhein-Westfalen,Oberhausen,CHP,None,Allgemein,0,inf,0,1000,,,,,,,,
Nordrhein-Westfalen,Oberhausen,HeatPump,None,Allgemein,0,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Oberhausen,HeatPumpAirWater,None,Allgemein,0,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Oberhausen,HeatPumpBrineWater,None,Allgemein,0,inf,0,2000,,,,,,,,
Nordrhein-Westfalen,Solingen,PV,None,Allgemein,0,0.6,0,400,,,,,,,,
Nordrhein-Westfalen,Solingen,PV,None,Allgemein,0.6,5,300,0,,,,,,,,
Nordrhein-Westfalen,Solingen,PV,None,Allgemein,5,inf,0,1500,,,,,,,,
Nordrhein-Westfalen,Solingen,Battery,None,Allgemein,0,inf,0,500,,,,,,,,
Nordrhein-Westfalen,Herne,PV,None,Allgemein,0,3,0,0,,,,,,,,
Nordrhein-Westfalen,Herne,PV,None,Allgemein,3,inf,0,500,,,,,,,,
Rheinland-Pfalz,Mainz,PV,None,Allgemein,0,0.8,0,400,,,,,,,,
Rheinland-Pfalz,Mainz,PV,None,Allgemein,0.8,30,200,0,,,,,,,,
Rheinland-Pfalz,Mainz,PV,None,Allgemein,30,inf,0,6000,,,,,,,,
Rheinland-Pfalz,Koblenz,PV,None,Allgemein,0,0.3,0,70,,,,,,,,
Rheinland-Pfalz,Koblenz,PV,None,Allgemein,0.3,0.6,0,140,,,,,,,,
Rheinland-Pfalz,Koblenz,PV,None,Allgemein,0.6,10,150,0,,,,,,,,
Rheinland-Pfalz,Koblenz,PV,None,Allgemein,10,inf,0,1500,,,,,,,,
Rheinland-Pfalz,Koblenz,Battery,None,Allgemein,0,10,100,0,,,,,,,,
Rheinland-Pfalz,Koblenz,Battery,None,Allgemein,10,inf,0,1000,,,,,,,,
Rheinland-Pfalz,Zweibruecken,HeatPumpBrineWater,None,Bestandbau,0,inf,0,750,,,,,,,,
Rheinland-Pfalz,Zweibruecken,HeatPumpBrineWater,None,Neubau,0,inf,0,750,,,,,,,,
Rheinland-Pfalz,Zweibruecken,HeatPumpAirWater,None,Bestandbau,0,inf,0,300,,,,,,,,
Rheinland-Pfalz,Zweibruecken,SolarThermalCollectorFlatPlate,None,Bestandbau,,,,,,,,,0,4,0,0
Rheinland-Pfalz,Zweibruecken,SolarThermalCollectorFlatPlate,None,Bestandbau,,,,,,,,,4,inf,0,250
Rheinland-Pfalz,Zweibruecken,SolarThermalCollectorTube,None,Bestandbau,,,,,,,,,0,4,0,0
Rheinland-Pfalz,Zweibruecken,SolarThermalCollectorTube,None,Bestandbau,,,,,,,,,4,inf,0,250
Schleswig-Holstein,Kiel,PV,None,EFH,0,0.6,0,100,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,EFH,0.6,5,0,0,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,EFH,5,100,300,0,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,EFH,100,inf,0,30000,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,MFH,0,0.6,0,100,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,MFH,0.6,300,100,0,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,MFH,300,inf,0,30000,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,NWG,0,0.6,0,100,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,NWG,0.6,150,100,0,,,,,,,,
Schleswig-Holstein,Kiel,PV,None,NWG,150,inf,0,15000,,,,,,,,
Schleswig-Holstein,Kiel,SolarThermalCollectorFlatPlate,None,EFH,,,,,,,,,0,inf,0,1000
Schleswig-Holstein,Kiel,SolarThermalCollectorTube,None,EFH,,,,,,,,,0,inf,0,1000
Schleswig-Holstein,Kiel,SolarThermalCollectorFlatPlate,None,MFH,,,,,,,,,0,25,200,0
Schleswig-Holstein,Kiel,SolarThermalCollectorFlatPlate,None,MFH,,,,,,,,,25,inf,0,5000
Schleswig-Holstein,Kiel,SolarThermalCollectorFlatPlate,None,NWG,,,,,,,,,0,25,200,0
Schleswig-Holstein,Kiel,SolarThermalCollectorFlatPlate,None,NWG,,,,,,,,,25,inf,0,5000
Schleswig-Holstein,Kiel,SolarThermalCollectorTube,None,MFH,,,,,,,,,0,20,250,0
Schleswig-Holstein,Kiel,SolarThermalCollectorTube,None,MFH,,,,,,,,,20,inf,0,5000
Schleswig-Holstein,Kiel,SolarThermalCollectorTube,None,NWG,,,,,,,,,0,20,250,0
Schleswig-Holstein,Kiel,SolarThermalCollectorTube,None,NWG,,,,,,,,,20,inf,0,5000
Schleswig-Holstein,Luebeck,PV,None,Allgemein,0,0.6,0,200,,,,,,,,
Schleswig-Holstein,Luebeck,PV,None,Allgemein,0.6,inf,0,0,,,,,,,,
Thueringen,Jena,PV,basic,Allgemein,0,0.6,0,200,,,,,,,,
Thueringen,Jena,PV,basic,Allgemein,0.6,inf,0,0,,,,,,,,
Thueringen,Jena,PV,premium,Allgemein,0,0.6,0,600,,,,,,,,
Thueringen,Jena,PV,premium,Allgemein,0.6,inf,0,0,,,,,,,,